"order_id","product_id","sale_n"
"R_0021872","PD_105",6
"R_0017848","PD_103",5
"R_0011349","PD_005",11
"R_0012781","PD_020",6
"R_0009351","PD_168",5
"R_0038720","PD_158",1
"R_0036488","PD_094",5
"R_0022293","PD_135",11
"R_0027463","PD_038",1
"R_0021178","PD_230",6
"R_0017063","PD_112",2
"R_0020890","PD_105",11
"R_0005078","PD_140",10
"R_0032026","PD_129",9
"R_0020928","PD_116",7
"R_0016199","PD_060",11
"R_0020699","PD_145",10
"R_0011890","PD_090",5
"R_0021036","PD_179",5
"R_0006830","PD_166",9
"R_0003290","PD_157",1
"R_0004722","PD_133",1
"R_0025959","PD_032",9
"R_0015622","PD_010",6
"R_0015717","PD_020",1
"R_0012435","PD_146",6
"R_0044112","PD_166",6
"R_0021948","PD_053",6
"R_0027454","PD_098",10
"R_0016919","PD_235",4
"R_0019319","PD_215",2
"R_0017346","PD_053",10
"R_0025174","PD_115",3
"R_0026733","PD_261",1
"R_0008551","PD_242",1
"R_0011611","PD_162",8
"R_0019016","PD_220",9
"R_0043254","PD_155",1
"R_0011377","PD_084",1
"R_0023464","PD_206",1
"R_0030503","PD_083",1
"R_0014047","PD_091",7
"R_0025555","PD_072",1
"R_0029943","PD_080",9
"R_0039580","PD_097",10
"R_0017844","PD_180",9
"R_0001911","PD_117",3
"R_0006260","PD_109",5
"R_0036025","PD_175",9
"R_0033106","PD_104",5
"R_0025091","PD_057",1
"R_0024552","PD_030",5
"R_0039554","PD_242",8
"R_0004474","PD_143",10
"R_0013812","PD_037",3
"R_0008279","PD_193",8
"R_0027346","PD_063",3
"R_0019950","PD_046",5
"R_0011443","PD_082",2
"R_0003062","PD_258",3
"R_0022929","PD_256",7
"R_0017491","PD_057",5
"R_0001602","PD_228",1
"R_0015531","PD_010",4
"R_0041264","PD_038",1
"R_0008484","PD_026",2
"R_0031862","PD_161",11
"R_0044152","PD_051",3
"R_0035504","PD_014",2
"R_0001976","PD_215",10
"R_0019921","PD_207",8
"R_0020848","PD_256",11
"R_0016704","PD_095",8
"R_0006821","PD_232",9
"R_0028506","PD_051",8
"R_0039825","PD_267",9
"R_0024403","PD_174",2
"R_0013023","PD_093",1
"R_0003773","PD_144",3
"R_0029528","PD_181",1
"R_0022046","PD_136",1
"R_0044154","PD_065",10
"R_0016469","PD_202",1
"R_0000618","PD_076",10
"R_0035929","PD_124",1
"R_0014120","PD_109",9
"R_0020502","PD_046",3
"R_0039531","PD_029",7
"R_0037258","PD_253",10
"R_0004678","PD_226",6
"R_0015077","PD_227",5
"R_0007044","PD_146",2
"R_0040149","PD_251",11
"R_0021488","PD_249",10
"R_0013214","PD_153",2
"R_0012715","PD_081",2
"R_0023715","PD_113",11
"R_0030610","PD_135",5
"R_0010410","PD_022",10
"R_0009363","PD_188",2
"R_0036581","PD_188",11
"R_0028064","PD_106",3
"R_0038669","PD_190",10
"R_0001929","PD_154",3
"R_0015633","PD_136",11
"R_0033745","PD_126",6
"R_0022059","PD_222",2
"R_0002396","PD_085",1
"R_0011746","PD_209",10
"R_0036754","PD_076",10
"R_0003176","PD_216",11
"R_0034692","PD_092",8
"R_0043395","PD_234",8
"R_0044093","PD_088",2
"R_0044761","PD_154",5
"R_0018068","PD_168",1
"R_0009048","PD_127",7
"R_0031468","PD_263",3
"R_0014428","PD_188",8
"R_0041165","PD_001",1
"R_0040404","PD_153",10
"R_0017621","PD_009",1
"R_0035671","PD_152",5
"R_0042627","PD_236",1
"R_0014520","PD_025",1
"R_0037311","PD_025",6
"R_0020743","PD_061",6
"R_0043999","PD_066",3
"R_0021869","PD_045",6
"R_0042261","PD_254",1
"R_0004096","PD_183",6
"R_0024930","PD_162",2
"R_0014039","PD_216",5
"R_0039664","PD_190",8
"R_0018185","PD_163",11
"R_0011708","PD_097",1
"R_0023649","PD_216",11
"R_0036727","PD_033",5
"R_0040120","PD_064",10
"R_0028564","PD_121",1
"R_0033005","PD_090",8
"R_0042748","PD_074",11
"R_0019210","PD_155",7
"R_0034314","PD_062",8
"R_0001659","PD_069",10
"R_0015552","PD_047",3
"R_0032648","PD_182",10
"R_0026895","PD_012",11
"R_0013934","PD_119",7
"R_0027891","PD_028",7
"R_0027849","PD_155",3
"R_0042534","PD_031",1
"R_0017521","PD_233",2
"R_0018517","PD_115",1
"R_0003759","PD_096",9
"R_0002691","PD_250",9
"R_0021279","PD_083",1
"R_0036063","PD_267",1
"R_0011166","PD_139",1
"R_0019695","PD_142",8
"R_0019279","PD_012",5
"R_0042524","PD_225",11
"R_0006148","PD_117",9
"R_0016861","PD_229",10
"R_0033077","PD_038",11
"R_0010434","PD_254",5
"R_0009065","PD_041",1
"R_0004899","PD_006",9
"R_0030697","PD_030",7
"R_0020030","PD_007",10
"R_0010264","PD_224",5
"R_0003782","PD_145",9
"R_0016654","PD_123",8
"R_0018155","PD_269",1
"R_0025999","PD_006",7
"R_0008477","PD_245",5
"R_0012169","PD_152",5
"R_0008764","PD_214",12
"R_0035832","PD_230",9
"R_0039293","PD_214",9
"R_0009966","PD_173",2
"R_0027832","PD_033",3
"R_0029182","PD_076",4
"R_0043798","PD_002",11
"R_0008348","PD_100",2
"R_0018901","PD_099",9
"R_0018130","PD_105",2
"R_0022277","PD_074",11
"R_0000198","PD_203",9
"R_0043805","PD_072",1
"R_0030907","PD_255",11
"R_0005556","PD_091",1
"R_0024020","PD_071",7
"R_0036921","PD_095",1
"R_0028003","PD_050",5
"R_0012419","PD_072",6
"R_0015643","PD_146",10
"R_0028549","PD_064",9
"R_0024515","PD_117",2
"R_0040725","PD_087",10
"R_0002191","PD_019",8
"R_0005154","PD_217",2
"R_0029732","PD_199",10
"R_0024144","PD_008",10
"R_0008805","PD_229",2
"R_0034112","PD_029",11
"R_0036234","PD_201",11
"R_0015547","PD_090",5
"R_0036521","PD_085",6
"R_0017630","PD_228",7
"R_0003338","PD_114",9
"R_0025490","PD_030",11
"R_0035972","PD_175",5
"R_0044532","PD_036",1
"R_0037343","PD_260",3
"R_0035657","PD_109",9
"R_0009702","PD_077",2
"R_0024405","PD_033",1
"R_0004010","PD_200",7
"R_0038391","PD_139",9
"R_0023745","PD_222",11
"R_0018853","PD_196",1
"R_0038158","PD_172",6
"R_0018332","PD_154",3
"R_0021472","PD_256",11
"R_0038574","PD_248",7
"R_0021171","PD_242",4
"R_0035966","PD_268",1
"R_0005670","PD_023",3
"R_0022471","PD_237",6
"R_0003318","PD_077",3
"R_0011118","PD_240",6
"R_0017725","PD_207",3
"R_0040301","PD_171",5
"R_0036337","PD_262",1
"R_0041909","PD_138",9
"R_0002845","PD_065",5
"R_0005720","PD_160",5
"R_0044543","PD_003",3
"R_0010596","PD_137",1
"R_0043121","PD_231",1
"R_0031108","PD_090",2
"R_0038526","PD_109",8
"R_0008990","PD_145",3
"R_0035696","PD_131",3
"R_0001089","PD_108",2
"R_0020575","PD_037",9
"R_0016038","PD_222",3
"R_0034114","PD_245",6
"R_0029376","PD_228",1
"R_0021830","PD_112",3
"R_0001994","PD_087",6
"R_0040476","PD_116",1
"R_0009647","PD_058",7
"R_0003310","PD_145",10
"R_0007146","PD_208",1
"R_0008793","PD_183",1
"R_0042437","PD_268",3
"R_0039589","PD_209",9
"R_0021538","PD_164",6
"R_0040058","PD_112",5
"R_0028269","PD_129",1
"R_0034852","PD_104",8
"R_0034669","PD_166",6
"R_0033885","PD_098",10
"R_0000344","PD_172",9
"R_0013605","PD_100",9
"R_0039424","PD_196",11
"R_0030918","PD_049",2
"R_0031702","PD_038",3
"R_0025238","PD_078",8
"R_0000718","PD_142",1
"R_0005621","PD_138",1
"R_0014406","PD_210",1
"R_0036813","PD_116",4
"R_0024796","PD_037",11
"R_0019305","PD_084",1
"R_0000195","PD_054",3
"R_0001395","PD_163",3
"R_0039460","PD_069",11
"R_0007268","PD_131",10
"R_0034418","PD_262",6
"R_0039937","PD_130",1
"R_0029132","PD_174",8
"R_0038537","PD_167",9
"R_0039987","PD_069",6
"R_0004524","PD_161",7
"R_0044646","PD_059",1
"R_0005567","PD_058",6
"R_0006783","PD_063",1
"R_0030321","PD_206",3
"R_0023941","PD_206",2
"R_0035060","PD_129",2
"R_0037342","PD_147",2
"R_0033840","PD_063",11
"R_0036852","PD_222",3
"R_0011346","PD_172",5
"R_0030122","PD_214",5
"R_0035672","PD_112",1
"R_0006302","PD_264",3
"R_0012800","PD_006",10
"R_0028822","PD_154",11
"R_0043521","PD_095",8
"R_0030428","PD_127",9
"R_0011496","PD_055",6
"R_0015298","PD_054",6
"R_0010916","PD_061",9
"R_0026272","PD_267",10
"R_0015520","PD_020",1
"R_0039468","PD_033",11
"R_0045037","PD_213",12
"R_0038394","PD_010",11
"R_0026943","PD_250",10
"R_0016596","PD_043",2
"R_0032319","PD_229",2
"R_0024065","PD_144",9
"R_0009038","PD_075",10
"R_0019916","PD_243",11
"R_0029839","PD_208",8
"R_0038248","PD_230",1
"R_0043383","PD_070",9
"R_0019393","PD_099",6
"R_0016594","PD_160",5
"R_0003293","PD_064",1
"R_0035756","PD_058",3
"R_0003804","PD_180",5
"R_0020548","PD_247",6
"R_0027262","PD_198",1
"R_0005109","PD_147",1
"R_0008598","PD_090",5
"R_0028887","PD_162",1
"R_0001274","PD_033",8
"R_0029261","PD_155",3
"R_0032428","PD_005",7
"R_0035606","PD_239",8
"R_0009023","PD_116",6
"R_0033065","PD_169",11
"R_0030496","PD_146",8
"R_0011540","PD_137",1
"R_0022861","PD_176",9
"R_0012368","PD_082",3
"R_0029215","PD_109",9
"R_0002520","PD_012",1
"R_0007658","PD_125",9
"R_0039247","PD_023",6
"R_0018080","PD_097",1
"R_0021068","PD_197",10
"R_0013841","PD_221",9
"R_0018748","PD_249",11
"R_0027923","PD_078",9
"R_0000172","PD_132",5
"R_0006168","PD_196",9
"R_0024766","PD_007",2
"R_0036524","PD_100",1
"R_0044351","PD_167",5
"R_0023594","PD_257",5
"R_0044500","PD_236",11
"R_0036821","PD_128",6
"R_0016469","PD_034",3
"R_0027198","PD_182",11
"R_0006129","PD_108",1
"R_0001257","PD_118",11
"R_0004271","PD_151",7
"R_0015241","PD_061",2
"R_0032991","PD_198",10
"R_0024899","PD_071",10
"R_0028752","PD_024",3
"R_0005841","PD_256",10
"R_0015434","PD_258",5
"R_0039171","PD_227",11
"R_0015119","PD_086",5
"R_0025170","PD_194",10
"R_0009606","PD_248",2
"R_0019312","PD_132",1
"R_0011493","PD_154",5
"R_0022765","PD_132",3
"R_0025042","PD_187",3
"R_0015241","PD_079",1
"R_0012371","PD_154",8
"R_0011513","PD_114",5
"R_0007686","PD_134",10
"R_0016427","PD_211",1
"R_0016986","PD_118",5
"R_0033165","PD_218",1
"R_0027577","PD_175",1
"R_0021566","PD_201",1
"R_0019008","PD_247",11
"R_0032411","PD_197",10
"R_0008219","PD_046",9
"R_0044685","PD_147",11
"R_0000393","PD_184",10
"R_0001925","PD_168",7
"R_0017979","PD_116",10
"R_0035096","PD_264",3
"R_0025456","PD_101",2
"R_0036924","PD_122",9
"R_0000856","PD_182",1
"R_0030307","PD_263",7
"R_0029134","PD_234",11
"R_0035341","PD_243",1
"R_0016866","PD_198",5
"R_0008910","PD_253",9
"R_0027402","PD_087",3
"R_0021345","PD_029",12
"R_0032097","PD_157",3
"R_0015564","PD_118",8
"R_0042695","PD_237",11
"R_0010285","PD_262",9
"R_0006535","PD_160",3
"R_0028718","PD_166",6
"R_0018309","PD_089",3
"R_0019668","PD_236",1
"R_0036206","PD_166",10
"R_0002472","PD_042",5
"R_0043232","PD_257",2
"R_0028955","PD_254",10
"R_0042699","PD_034",1
"R_0021952","PD_095",1
"R_0040805","PD_235",9
"R_0001679","PD_037",6
"R_0002280","PD_100",2
"R_0005769","PD_042",3
"R_0037568","PD_100",9
"R_0033613","PD_011",5
"R_0031297","PD_037",10
"R_0012383","PD_047",1
"R_0026358","PD_129",11
"R_0013463","PD_218",3
"R_0017190","PD_262",11
"R_0016663","PD_118",1
"R_0042218","PD_035",1
"R_0028918","PD_259",7
"R_0036422","PD_093",5
"R_0008174","PD_253",1
"R_0029990","PD_224",3
"R_0042455","PD_173",10
"R_0013600","PD_231",10
"R_0030354","PD_250",11
"R_0020034","PD_164",11
"R_0024018","PD_044",3
"R_0037304","PD_129",3
"R_0002386","PD_034",1
"R_0015426","PD_077",1
"R_0031421","PD_195",10
"R_0037194","PD_126",6
"R_0032696","PD_065",6
"R_0005542","PD_082",1
"R_0032779","PD_029",2
"R_0042857","PD_065",1
"R_0000120","PD_262",6
"R_0022934","PD_185",1
"R_0008025","PD_150",2
"R_0042347","PD_060",10
"R_0037924","PD_103",1
"R_0042695","PD_145",7
"R_0042466","PD_218",9
"R_0019127","PD_069",2
"R_0040271","PD_040",6
"R_0024312","PD_063",9
"R_0020575","PD_124",4
"R_0001138","PD_255",9
"R_0039176","PD_228",7
"R_0008571","PD_015",9
"R_0004775","PD_149",2
"R_0043255","PD_263",9
"R_0035905","PD_085",1
"R_0032114","PD_099",1
"R_0022990","PD_076",7
"R_0022910","PD_002",2
"R_0016458","PD_060",9
"R_0033294","PD_166",11
"R_0025885","PD_019",10
"R_0024146","PD_107",7
"R_0039968","PD_123",10
"R_0005291","PD_087",5
"R_0010921","PD_140",5
"R_0015679","PD_266",11
"R_0012137","PD_184",11
"R_0006835","PD_075",11
"R_0035053","PD_247",1
"R_0012934","PD_110",10
"R_0005441","PD_068",2
"R_0033345","PD_188",1
"R_0027997","PD_008",11
"R_0040620","PD_033",6
"R_0025657","PD_242",11
"R_0026580","PD_051",6
"R_0005127","PD_062",5
"R_0034058","PD_237",10
"R_0000875","PD_177",2
"R_0039294","PD_186",7
"R_0037758","PD_154",1
"R_0017603","PD_268",9
"R_0013414","PD_051",10
"R_0044156","PD_040",8
"R_0026322","PD_229",7
"R_0008193","PD_060",5
"R_0021014","PD_037",5
"R_0040009","PD_088",3
"R_0000399","PD_061",2
"R_0003530","PD_237",11
"R_0027924","PD_038",8
"R_0020161","PD_145",3
"R_0013933","PD_205",11
"R_0014323","PD_115",11
"R_0004622","PD_238",10
"R_0019560","PD_248",2
"R_0031231","PD_040",8
"R_0013226","PD_111",3
"R_0008259","PD_247",2
"R_0040611","PD_210",11
"R_0014758","PD_128",1
"R_0018151","PD_211",3
"R_0032043","PD_112",7
"R_0041039","PD_155",1
"R_0040183","PD_219",5
"R_0014512","PD_204",10
"R_0039314","PD_201",11
"R_0005745","PD_229",7
"R_0015919","PD_209",8
"R_0037234","PD_197",11
"R_0006322","PD_149",1
"R_0044644","PD_094",6
"R_0030555","PD_049",8
"R_0026654","PD_187",10
"R_0005776","PD_001",8
"R_0002682","PD_116",3
"R_0036101","PD_173",3
"R_0037010","PD_182",10
"R_0035532","PD_065",6
"R_0007761","PD_004",3
"R_0014077","PD_113",11
"R_0008892","PD_092",9
"R_0034688","PD_018",1
"R_0032280","PD_061",7
"R_0026833","PD_200",6
"R_0021363","PD_011",1
"R_0043074","PD_064",12
"R_0034577","PD_061",6
"R_0001069","PD_039",6
"R_0021288","PD_010",5
"R_0023726","PD_171",3
"R_0007790","PD_043",9
"R_0017719","PD_139",3
"R_0032883","PD_010",8
"R_0038187","PD_075",6
"R_0002478","PD_005",4
"R_0032834","PD_087",11
"R_0041438","PD_195",8
"R_0037406","PD_132",8
"R_0023360","PD_251",1
"R_0014384","PD_263",9
"R_0033520","PD_087",10
"R_0044555","PD_129",6
"R_0029561","PD_186",1
"R_0032603","PD_206",3
"R_0013859","PD_245",10
"R_0023638","PD_137",2
"R_0005925","PD_227",2
"R_0011746","PD_198",6
"R_0033026","PD_054",9
"R_0011376","PD_262",8
"R_0011645","PD_223",1
"R_0044043","PD_049",3
"R_0039476","PD_082",8
"R_0000808","PD_162",11
"R_0008468","PD_110",11
"R_0027456","PD_185",3
"R_0034296","PD_246",6
"R_0013523","PD_165",6
"R_0025264","PD_043",2
"R_0018399","PD_234",2
"R_0014570","PD_072",1
"R_0005156","PD_048",1
"R_0038447","PD_239",5
"R_0039336","PD_038",7
"R_0001921","PD_130",1
"R_0034304","PD_150",3
"R_0007690","PD_126",3
"R_0005214","PD_236",6
"R_0035206","PD_153",9
"R_0009673","PD_140",1
"R_0005140","PD_012",1
"R_0015968","PD_151",3
"R_0028820","PD_179",1
"R_0028273","PD_265",1
"R_0024287","PD_047",5
"R_0004372","PD_046",1
"R_0042487","PD_251",10
"R_0044731","PD_238",8
"R_0029595","PD_001",10
"R_0013426","PD_170",11
"R_0036406","PD_251",2
"R_0029065","PD_262",10
"R_0004769","PD_240",1
"R_0035480","PD_093",1
"R_0003260","PD_008",9
"R_0020736","PD_229",11
"R_0039131","PD_092",5
"R_0018450","PD_009",10
"R_0022820","PD_247",1
"R_0014955","PD_147",1
"R_0014972","PD_203",10
"R_0013840","PD_087",1
"R_0038526","PD_106",1
"R_0022463","PD_061",10
"R_0015514","PD_053",10
"R_0024801","PD_261",2
"R_0040412","PD_078",3
"R_0013910","PD_103",4
"R_0004426","PD_083",10
"R_0015612","PD_048",10
"R_0032457","PD_165",9
"R_0019510","PD_004",6
"R_0036831","PD_092",7
"R_0028267","PD_211",7
"R_0010267","PD_248",3
"R_0042854","PD_056",9
"R_0022197","PD_198",5
"R_0007388","PD_151",1
"R_0037613","PD_060",10
"R_0044652","PD_184",9
"R_0038169","PD_181",2
"R_0025587","PD_094",6
"R_0025705","PD_258",10
"R_0017906","PD_261",9
"R_0008957","PD_022",3
"R_0000379","PD_263",2
"R_0003966","PD_106",1
"R_0001578","PD_135",1
"R_0013748","PD_043",9
"R_0015096","PD_267",1
"R_0027380","PD_070",5
"R_0002090","PD_218",9
"R_0008727","PD_063",10
"R_0013691","PD_149",5
"R_0038858","PD_064",6
"R_0024199","PD_247",3
"R_0035758","PD_141",11
"R_0030496","PD_040",5
"R_0035710","PD_243",10
"R_0042537","PD_230",1
"R_0037951","PD_019",3
"R_0020286","PD_245",8
"R_0002433","PD_220",1
"R_0034960","PD_113",2
"R_0032781","PD_047",1
"R_0034042","PD_135",9
"R_0037790","PD_115",5
"R_0022986","PD_044",10
"R_0031813","PD_095",9
"R_0000053","PD_124",3
"R_0025034","PD_071",11
"R_0007820","PD_083",11
"R_0032093","PD_177",9
"R_0020429","PD_149",10
"R_0006014","PD_057",9
"R_0006878","PD_025",2
"R_0000248","PD_192",10
"R_0018052","PD_123",3
"R_0011564","PD_080",2
"R_0030231","PD_121",4
"R_0022066","PD_034",3
"R_0033811","PD_015",10
"R_0033407","PD_010",1
"R_0021049","PD_237",6
"R_0031480","PD_153",1
"R_0040913","PD_111",2
"R_0032756","PD_124",2
"R_0021334","PD_169",3
"R_0016986","PD_157",10
"R_0000053","PD_017",9
"R_0024235","PD_235",2
"R_0008526","PD_035",7
"R_0001267","PD_004",9
"R_0034694","PD_207",8
"R_0034891","PD_208",10
"R_0033576","PD_203",1
"R_0003152","PD_101",9
"R_0002644","PD_038",1
"R_0026814","PD_004",9
"R_0041478","PD_190",10
"R_0004500","PD_144",9
"R_0029005","PD_229",11
"R_0012927","PD_113",6
"R_0011154","PD_107",1
"R_0018674","PD_265",11
"R_0031807","PD_265",6
"R_0006496","PD_078",9
"R_0011591","PD_002",1
"R_0022695","PD_129",10
"R_0009984","PD_023",5
"R_0015823","PD_043",7
"R_0033286","PD_152",10
"R_0028088","PD_005",1
"R_0020478","PD_167",6
"R_0012230","PD_084",10
"R_0005447","PD_167",5
"R_0035549","PD_143",7
"R_0028917","PD_253",11
"R_0035645","PD_011",1
"R_0036648","PD_246",2
"R_0041297","PD_123",7
"R_0034376","PD_162",5
"R_0032782","PD_207",2
"R_0013055","PD_065",10
"R_0044933","PD_073",5
"R_0005453","PD_153",6
"R_0011709","PD_206",1
"R_0017371","PD_177",6
"R_0006401","PD_055",6
"R_0035595","PD_178",11
"R_0044647","PD_109",10
"R_0010765","PD_146",5
"R_0045020","PD_132",10
"R_0016726","PD_246",10
"R_0034211","PD_200",3
"R_0033278","PD_091",2
"R_0042441","PD_048",2
"R_0040013","PD_241",1
"R_0033036","PD_109",4
"R_0031511","PD_093",9
"R_0016737","PD_113",5
"R_0040803","PD_066",1
"R_0031802","PD_197",5
"R_0005221","PD_090",1
"R_0030152","PD_267",7
"R_0017562","PD_099",9
"R_0011949","PD_199",1
"R_0015040","PD_131",3
"R_0035102","PD_204",3
"R_0034715","PD_075",1
"R_0009561","PD_169",5
"R_0020511","PD_251",11
"R_0015943","PD_158",6
"R_0013241","PD_095",1
"R_0031491","PD_214",1
"R_0005134","PD_080",2
"R_0039006","PD_213",9
"R_0019919","PD_113",5
"R_0025397","PD_057",9
"R_0018987","PD_231",9
"R_0036592","PD_022",1
"R_0028749","PD_061",10
"R_0016147","PD_023",10
"R_0022961","PD_055",10
"R_0043342","PD_268",3
"R_0012518","PD_231",9
"R_0016022","PD_064",10
"R_0012273","PD_088",1
"R_0020405","PD_060",6
"R_0019241","PD_208",1
"R_0006059","PD_176",1
"R_0004191","PD_255",12
"R_0018226","PD_035",10
"R_0023671","PD_154",1
"R_0040676","PD_064",11
"R_0037871","PD_050",10
"R_0043935","PD_143",2
"R_0028798","PD_206",10
"R_0011967","PD_048",6
"R_0014500","PD_184",3
"R_0026422","PD_023",6
"R_0037793","PD_125",11
"R_0010045","PD_097",2
"R_0009299","PD_074",7
"R_0025025","PD_211",5
"R_0035462","PD_220",5
"R_0032311","PD_213",11
"R_0023006","PD_109",5
"R_0026568","PD_112",10
"R_0015644","PD_131",2
"R_0024528","PD_095",3
"R_0040768","PD_179",11
"R_0021918","PD_127",10
"R_0026833","PD_203",7
"R_0041180","PD_108",9
"R_0020205","PD_039",2
"R_0043630","PD_027",4
"R_0034724","PD_010",8
"R_0008547","PD_193",2
"R_0019752","PD_044",1
"R_0014015","PD_246",11
"R_0002275","PD_023",1
"R_0029941","PD_019",3
"R_0022055","PD_025",1
"R_0027485","PD_062",7
"R_0015749","PD_060",5
"R_0042304","PD_171",1
"R_0032481","PD_104",7
"R_0010643","PD_107",8
"R_0040510","PD_199",1
"R_0036619","PD_228",6
"R_0009312","PD_131",10
"R_0008060","PD_078",11
"R_0017691","PD_122",2
"R_0034430","PD_115",3
"R_0028314","PD_217",10
"R_0042530","PD_185",11
"R_0027672","PD_076",1
"R_0010412","PD_218",1
"R_0007855","PD_061",10
"R_0043255","PD_123",6
"R_0025754","PD_086",10
"R_0032306","PD_201",11
"R_0016964","PD_157",1
"R_0026097","PD_257",1
"R_0010350","PD_258",1
"R_0010925","PD_076",1
"R_0036469","PD_144",11
"R_0026932","PD_159",1
"R_0027758","PD_256",10
"R_0029549","PD_097",1
"R_0036999","PD_093",11
"R_0010684","PD_220",9
"R_0037264","PD_096",1
"R_0036720","PD_233",1
"R_0027261","PD_210",6
"R_0029521","PD_098",5
"R_0011694","PD_266",8
"R_0042799","PD_019",2
"R_0024539","PD_121",9
"R_0011848","PD_182",6
"R_0032121","PD_043",2
"R_0003270","PD_205",11
"R_0017566","PD_208",6
"R_0039619","PD_008",9
"R_0010750","PD_228",5
"R_0039472","PD_070",10
"R_0022374","PD_056",9
"R_0010989","PD_092",9
"R_0002791","PD_079",2
"R_0044493","PD_245",9
"R_0028216","PD_157",10
"R_0031547","PD_220",11
"R_0012820","PD_082",3
"R_0008861","PD_119",10
"R_0026587","PD_184",1
"R_0040679","PD_100",1
"R_0012904","PD_063",1
"R_0001783","PD_175",1
"R_0023743","PD_078",9
"R_0021987","PD_023",11
"R_0000951","PD_241",3
"R_0025735","PD_096",10
"R_0030632","PD_051",1
"R_0002045","PD_217",3
"R_0029728","PD_014",1
"R_0008720","PD_092",1
"R_0041492","PD_195",10
"R_0033841","PD_227",6
"R_0019209","PD_102",5
"R_0031858","PD_234",5
"R_0017939","PD_116",2
"R_0006095","PD_177",11
"R_0010835","PD_183",3
"R_0021453","PD_115",11
"R_0007670","PD_108",8
"R_0043644","PD_102",1
"R_0030757","PD_205",11
"R_0009730","PD_072",1
"R_0003603","PD_179",3
"R_0009697","PD_192",11
"R_0034113","PD_162",2
"R_0030909","PD_201",10
"R_0031495","PD_267",1
"R_0018683","PD_163",1
"R_0006694","PD_095",3
"R_0004143","PD_082",6
"R_0040911","PD_208",6
"R_0007128","PD_083",9
"R_0032163","PD_029",3
"R_0034022","PD_090",1
"R_0023032","PD_193",10
"R_0033088","PD_039",1
"R_0031640","PD_231",8
"R_0019345","PD_251",2
"R_0009193","PD_117",2
"R_0027264","PD_260",1
"R_0005167","PD_181",2
"R_0031824","PD_089",2
"R_0015873","PD_047",5
"R_0018339","PD_128",10
"R_0016179","PD_069",3
"R_0006806","PD_071",9
"R_0024920","PD_244",2
"R_0011072","PD_068",1
"R_0015466","PD_112",3
"R_0013444","PD_210",5
"R_0016613","PD_120",1
"R_0010882","PD_040",8
"R_0005673","PD_019",11
"R_0009723","PD_133",3
"R_0044444","PD_147",6
"R_0005318","PD_015",3
"R_0006141","PD_167",11
"R_0006639","PD_083",9
"R_0023370","PD_077",1
"R_0036327","PD_217",1
"R_0021122","PD_216",3
"R_0020275","PD_111",5
"R_0006235","PD_129",3
"R_0026472","PD_203",6
"R_0014616","PD_025",1
"R_0018651","PD_252",2
"R_0004987","PD_087",3
"R_0026499","PD_193",10
"R_0039236","PD_165",5
"R_0023287","PD_162",9
"R_0002531","PD_074",5
"R_0001806","PD_072",10
"R_0031152","PD_082",9
"R_0027929","PD_261",1
"R_0022807","PD_258",3
"R_0015848","PD_233",3
"R_0030568","PD_083",5
"R_0014477","PD_089",1
"R_0004756","PD_039",1
"R_0035223","PD_010",4
"R_0040990","PD_034",9
"R_0030763","PD_152",8
"R_0034118","PD_040",6
"R_0004344","PD_182",8
"R_0000792","PD_170",6
"R_0035746","PD_019",10
"R_0026017","PD_071",11
"R_0018139","PD_090",8
"R_0012960","PD_245",11
"R_0015849","PD_038",11
"R_0007193","PD_257",3
"R_0021125","PD_064",11
"R_0007614","PD_031",9
"R_0018467","PD_237",2
"R_0010720","PD_224",3
"R_0017310","PD_249",1
"R_0030355","PD_161",9
"R_0008201","PD_159",9
"R_0005055","PD_180",8
"R_0009064","PD_239",10
"R_0031281","PD_074",3
"R_0013198","PD_245",4
"R_0044247","PD_085",8
"R_0014341","PD_166",10
"R_0010435","PD_165",7
"R_0009933","PD_127",1
"R_0008533","PD_182",6
"R_0011021","PD_124",4
"R_0039876","PD_145",1
"R_0022262","PD_235",1
"R_0003419","PD_221",5
"R_0041631","PD_152",2
"R_0024087","PD_198",10
"R_0042344","PD_229",6
"R_0042290","PD_017",9
"R_0042698","PD_072",5
"R_0004289","PD_196",1
"R_0016887","PD_009",1
"R_0043991","PD_131",1
"R_0018597","PD_165",10
"R_0004358","PD_141",2
"R_0010039","PD_176",3
"R_0005510","PD_205",1
"R_0023943","PD_150",1
"R_0038572","PD_104",2
"R_0007629","PD_155",2
"R_0033577","PD_209",10
"R_0023236","PD_036",7
"R_0023980","PD_067",5
"R_0039996","PD_037",9
"R_0017692","PD_171",1
"R_0004795","PD_161",11
"R_0025441","PD_135",1
"R_0012022","PD_210",6
"R_0014193","PD_214",10
"R_0014996","PD_015",1
"R_0005260","PD_098",6
"R_0006458","PD_019",2
"R_0037696","PD_201",1
"R_0040123","PD_038",10
"R_0044263","PD_166",1
"R_0036339","PD_207",9
"R_0005920","PD_074",3
"R_0017294","PD_237",2
"R_0000567","PD_131",1
"R_0027473","PD_251",1
"R_0021076","PD_238",1
"R_0026614","PD_127",1
"R_0038892","PD_019",3
"R_0034369","PD_016",2
"R_0017369","PD_027",3
"R_0004571","PD_124",1
"R_0009063","PD_042",5
"R_0032598","PD_265",10
"R_0025980","PD_135",10
"R_0028886","PD_257",5
"R_0042108","PD_139",3
"R_0023229","PD_013",7
"R_0001675","PD_043",2
